0,0,0,0,0,0,0,0,0,0,0
2054179002,2147483647,-319104930,-1944822780,-619791422,-2030159423,-2015309553,-1916988481,-2107467148,168707862,0
0,1782094317,2147483647,2006176335,221867230,-45358947,-1762346264,-1631862858,-1833082710,-1631886448,0
0,0,470704056,2147483647,866521903,-1047055348,1403367598,-1401065619,-2105665687,-1120988434,0
0,0,0,-1261789254,2147483647,1824715735,-1624108769,-1674047095,-1033232840,955342344,0
0,0,0,0,-417720417,2147483647,1453070661,-1351362556,-1368538491,-1530183787,0
0,0,0,0,0,1754002508,2147483647,-929779156,-741626554,-1813387523,0
0,0,0,0,0,0,1542376311,2147483647,1004770022,-708650121,0
0,0,0,0,0,0,0,1363067555,2147483647,-1743790434,0
0,0,0,0,0,0,0,0,-154822181,2147483647,0
0,0,0,0,0,0,0,0,0,309734820,0
